idea_id,x,y,title,domain
728,-8.655008,11.818527,Predictive Analytics System for Waste Management,environment
729,3.000351,-0.851214,Intelligent Recommendation Engine for Mental Wellness Patterns,education
730,-4.150443,-2.451172,AI Assistant for Student Performance,smart_cities
731,-8.188712,13.019251,AI Assistant for Waste Management,space
732,9.714832,0.7821588,AI Assistant for Crop Health,mental_health
733,1.6295981,-4.0513763,Smart Monitoring Platform for Energy Consumption,mental_health
734,-8.534547,12.068885,Predictive Analytics System for Waste Management,cybersecurity
735,-1.1416506,-3.5460606,Predictive Analytics System for Personal Finance Habits,robotics
736,-3.9913695,0.9442005,Smart Monitoring Platform for Fitness Activity Tracking,social
737,2.6925275,-1.6539961,Predictive Analytics System for Mental Wellness Patterns,environment
738,-4.426727,0.6828242,Autonomous Optimization Tool for Fitness Activity Tracking,productivity
739,3.0129488,13.882176,Intelligent Recommendation Engine for Supply Chain Logistics,finance
740,-3.8894813,0.5524894,AI Assistant for Fitness Activity Tracking,mental_health
741,-4.981934,-1.6803076,Intelligent Recommendation Engine for Student Performance,fitness
742,-4.337301,0.637115,Autonomous Optimization Tool for Fitness Activity Tracking,fitness
743,10.812775,-7.751097,Intelligent Recommendation Engine for Urban Traffic Flow,agriculture
744,8.191386,3.0860593,Autonomous Optimization Tool for Crop Health,energy
745,-7.5804133,12.947556,Intelligent Recommendation Engine for Waste Management,robotics
746,-0.23991646,-0.7701828,Predictive Analytics System for Energy Consumption,robotics
747,3.60238,-1.8681495,AI Assistant for Mental Wellness Patterns,robotics
748,3.7410526,-1.8866307,AI Assistant for Mental Wellness Patterns,cybersecurity
749,11.0708685,-7.102036,AI Assistant for Urban Traffic Flow,healthcare
750,10.851805,-6.6986084,Smart Monitoring Platform for Urban Traffic Flow,finance
751,-0.16807634,-0.82497084,Predictive Analytics System for Energy Consumption,healthcare
752,-0.29598236,-0.18955404,Smart Monitoring Platform for Student Performance,energy
753,8.165646,2.5425172,Smart Monitoring Platform for Crop Health,robotics
754,8.665024,3.7025542,AI Assistant for Crop Health,transport
755,8.724414,3.4102287,AI Assistant for Crop Health,productivity
756,9.326932,2.3339,Intelligent Recommendation Engine for Crop Health,cybersecurity
757,-8.376162,12.390772,Autonomous Optimization Tool for Waste Management,education
758,16.209776,4.87649,Intelligent Recommendation Engine for Air Quality In Cities,productivity
759,-3.7214582,0.121316865,AI Assistant for Fitness Activity Tracking,transport
760,9.256509,2.5477421,Intelligent Recommendation Engine for Crop Health,mental_health
761,-4.3874345,-0.11912507,Intelligent Recommendation Engine for Fitness Activity Tracking,social
762,9.706352,-5.2488327,Predictive Analytics System for Urban Traffic Flow,cybersecurity
763,-4.526544,-2.2271166,Predictive Analytics System for Student Performance,retail
764,8.850693,3.1964343,AI Assistant for Crop Health,education
765,-8.618757,11.85276,Predictive Analytics System for Waste Management,finance
766,-1.2306517,-4.2778125,AI Assistant for Personal Finance Habits,productivity
767,1.0566574,-4.4919786,Autonomous Optimization Tool for Energy Consumption,transport
768,16.1232,6.07096,Predictive Analytics System for Air Quality In Cities,productivity
769,8.349239,2.532217,Smart Monitoring Platform for Crop Health,environment
770,8.759856,3.4911087,AI Assistant for Crop Health,environment
771,8.64176,3.5006137,AI Assistant for Crop Health,space
772,-7.6877365,13.045351,Intelligent Recommendation Engine for Waste Management,food_tech
773,15.2975645,5.8643675,Autonomous Optimization Tool for Air Quality In Cities,healthcare
774,1.268605,-0.6106928,Autonomous Optimization Tool for Mental Wellness Patterns,gaming
775,-4.102795,-2.5777056,Smart Monitoring Platform for Student Performance,agriculture
776,10.08495,-7.3539233,Autonomous Optimization Tool for Urban Traffic Flow,transport
777,-0.6233103,0.009912105,Autonomous Optimization Tool for Student Performance,gaming
778,3.1304357,-2.1499026,Autonomous Optimization Tool for Mental Wellness Patterns,healthcare
779,2.964812,15.061816,AI Assistant for Supply Chain Logistics,productivity
780,3.0406168,-0.8729752,Intelligent Recommendation Engine for Mental Wellness Patterns,social
781,11.023779,-7.032516,AI Assistant for Urban Traffic Flow,healthcare
782,15.240224,3.7674758,Smart Monitoring Platform for Air Quality In Cities,gaming
783,-8.845256,11.8755245,Predictive Analytics System for Waste Management,fitness
784,-3.8041265,1.053388,Smart Monitoring Platform for Energy Consumption,fitness
785,15.367439,4.055521,AI Assistant for Air Quality In Cities,social
786,1.258181,14.921498,Smart Monitoring Platform for Supply Chain Logistics,robotics
787,10.891996,-6.661806,Smart Monitoring Platform for Urban Traffic Flow,gaming
788,2.2214732,13.6826725,Predictive Analytics System for Supply Chain Logistics,social
789,1.0615687,-3.6790423,Autonomous Optimization Tool for Energy Consumption,social
790,8.325559,3.1646717,Autonomous Optimization Tool for Crop Health,robotics
791,10.747332,-7.720318,Intelligent Recommendation Engine for Urban Traffic Flow,education
792,0.95210665,15.087354,Smart Monitoring Platform for Supply Chain Logistics,fitness
793,-0.17203583,-0.82275754,Predictive Analytics System for Energy Consumption,mental_health
794,2.9532337,13.769039,Intelligent Recommendation Engine for Supply Chain Logistics,gaming
795,9.366911,2.3977416,Intelligent Recommendation Engine for Crop Health,productivity
796,-5.5120487,-2.148141,AI Assistant for Student Performance,transport
797,15.280738,3.8229196,Smart Monitoring Platform for Air Quality In Cities,cybersecurity
798,-7.625063,12.982207,Intelligent Recommendation Engine for Waste Management,productivity
799,8.709735,3.503302,AI Assistant for Crop Health,productivity
800,-4.306178,0.45069268,Autonomous Optimization Tool for Fitness Activity Tracking,social
801,15.271493,3.806541,Smart Monitoring Platform for Air Quality In Cities,fitness
802,8.937326,2.138663,Predictive Analytics System for Crop Health,food_tech
803,2.754772,13.504515,Intelligent Recommendation Engine for Supply Chain Logistics,retail
804,-8.612858,11.737413,Predictive Analytics System for Waste Management,retail
805,-0.83639055,-3.8932445,Autonomous Optimization Tool for Personal Finance Habits,productivity
806,-8.442242,11.656947,Predictive Analytics System for Waste Management,finance
807,8.837537,2.6017182,Predictive Analytics System for Crop Health,finance
808,2.711181,13.415019,Intelligent Recommendation Engine for Supply Chain Logistics,agriculture
809,-3.976223,-0.4143473,Predictive Analytics System for Fitness Activity Tracking,transport
810,-3.4934635,0.40476707,AI Assistant for Fitness Activity Tracking,finance
811,-3.6386583,0.29550692,AI Assistant for Fitness Activity Tracking,transport
812,1.1947986,15.090094,Smart Monitoring Platform for Supply Chain Logistics,finance
813,2.767791,13.695207,Intelligent Recommendation Engine for Supply Chain Logistics,energy
814,-4.516139,0.83196735,Autonomous Optimization Tool for Fitness Activity Tracking,agriculture
815,9.277727,2.4967895,Intelligent Recommendation Engine for Crop Health,energy
816,2.943412,14.691152,AI Assistant for Supply Chain Logistics,social
817,3.047519,14.705205,AI Assistant for Supply Chain Logistics,space
818,11.253958,-6.7888227,Autonomous Optimization Tool for Urban Traffic Flow,smart_cities
819,2.6980822,-1.5577153,Predictive Analytics System for Mental Wellness Patterns,fitness
820,0.9976023,-4.598953,AI Assistant for Energy Consumption,gaming
821,15.531007,6.8060355,Smart Monitoring Platform for Air Quality In Cities,environment
822,2.87188,14.373784,Autonomous Optimization Tool for Supply Chain Logistics,gaming
823,-8.173526,12.582674,AI Assistant for Waste Management,environment
824,8.161162,3.0787451,Autonomous Optimization Tool for Crop Health,fitness
825,-3.8246121,-0.361281,Predictive Analytics System for Fitness Activity Tracking,transport
826,3.605798,-2.004346,AI Assistant for Mental Wellness Patterns,finance
827,9.705362,0.8125982,AI Assistant for Crop Health,productivity
828,1.186965,-4.4042196,Autonomous Optimization Tool for Energy Consumption,energy
829,10.701121,-7.6869855,Intelligent Recommendation Engine for Urban Traffic Flow,environment
830,-0.59533584,-1.673568,Intelligent Recommendation Engine for Personal Finance Habits,healthcare
831,-3.6954093,-0.38918024,Predictive Analytics System for Fitness Activity Tracking,finance
832,2.8347259,13.591707,Intelligent Recommendation Engine for Supply Chain Logistics,productivity
833,-4.0108485,0.8596667,Smart Monitoring Platform for Fitness Activity Tracking,cybersecurity
834,1.5587418,-3.856754,Smart Monitoring Platform for Energy Consumption,social
835,15.285915,3.8340647,Smart Monitoring Platform for Air Quality In Cities,cybersecurity
836,1.5015037,-3.8380694,AI Assistant for Energy Consumption,agriculture
837,15.403865,4.074452,Autonomous Optimization Tool for Air Quality In Cities,transport
838,-4.5480227,0.026906058,Predictive Analytics System for Fitness Activity Tracking,gaming
839,-8.054139,11.778022,Smart Monitoring Platform for Waste Management,fitness
840,2.917428,13.699232,Intelligent Recommendation Engine for Supply Chain Logistics,transport
841,-6.8924766,12.1896515,Autonomous Optimization Tool for Waste Management,finance
842,8.697675,2.6030977,Predictive Analytics System for Crop Health,smart_cities
843,11.030144,-6.959749,AI Assistant for Urban Traffic Flow,robotics
844,0.88545054,-3.521005,Intelligent Recommendation Engine for Energy Consumption,social
845,-1.8249217,-4.1577272,Smart Monitoring Platform for Personal Finance Habits,environment
846,-6.9246416,12.004152,AI Assistant for Waste Management,healthcare
847,-3.7776132,0.11029387,Autonomous Optimization Tool for Fitness Activity Tracking,environment
848,15.048649,6.088849,AI Assistant for Air Quality In Cities,finance
849,2.9574144,15.014127,AI Assistant for Supply Chain Logistics,transport
850,-1.234125,-4.5400944,AI Assistant for Personal Finance Habits,cybersecurity
851,-0.51163805,-1.5094494,Predictive Analytics System for Personal Finance Habits,retail
852,8.423158,2.664247,Autonomous Optimization Tool for Crop Health,education
853,-4.2708445,-0.24169959,Intelligent Recommendation Engine for Fitness Activity Tracking,healthcare
854,-4.9463897,-1.6583178,Intelligent Recommendation Engine for Student Performance,fitness
855,-3.7343242,-0.09462026,Predictive Analytics System for Fitness Activity Tracking,agriculture
856,-7.045803,11.8484125,Smart Monitoring Platform for Waste Management,cybersecurity
857,0.9527632,-4.5848083,AI Assistant for Energy Consumption,education
858,16.203913,4.876609,Intelligent Recommendation Engine for Air Quality In Cities,education
859,3.0022662,15.023416,AI Assistant for Supply Chain Logistics,education
860,-1.8300754,-4.1647477,Smart Monitoring Platform for Personal Finance Habits,retail
861,9.750526,-5.280738,Predictive Analytics System for Urban Traffic Flow,productivity
862,16.328844,5.7749667,Predictive Analytics System for Air Quality In Cities,gaming
863,9.759575,-5.298748,Predictive Analytics System for Urban Traffic Flow,mental_health
864,8.717738,3.5429401,AI Assistant for Crop Health,space
865,15.618073,5.9939375,Autonomous Optimization Tool for Air Quality In Cities,productivity
866,9.71008,-5.2905736,AI Assistant for Urban Traffic Flow,food_tech
867,8.395786,2.476687,Smart Monitoring Platform for Crop Health,fitness
868,14.938535,6.0855007,AI Assistant for Air Quality In Cities,fitness
869,-5.1136355,-1.6647189,Intelligent Recommendation Engine for Student Performance,finance
870,1.5599408,-3.9599829,Smart Monitoring Platform for Energy Consumption,environment
871,-4.1539946,0.15314928,Intelligent Recommendation Engine for Fitness Activity Tracking,cybersecurity
872,-8.811061,11.890837,Predictive Analytics System for Waste Management,robotics
873,-0.098931774,-1.115594,Intelligent Recommendation Engine for Energy Consumption,productivity
874,-6.9341407,12.274608,Intelligent Recommendation Engine for Waste Management,robotics
875,-1.1267699,-3.9212613,Autonomous Optimization Tool for Personal Finance Habits,gaming
876,15.582965,5.848371,Autonomous Optimization Tool for Air Quality In Cities,retail
877,3.6645463,-1.9062781,AI Assistant for Mental Wellness Patterns,cybersecurity
878,3.4941716,-2.0818973,Autonomous Optimization Tool for Mental Wellness Patterns,education
879,-3.6154714,-0.270813,Predictive Analytics System for Fitness Activity Tracking,finance
880,2.1043894,13.948953,Predictive Analytics System for Supply Chain Logistics,finance
881,-7.8021426,11.626686,Smart Monitoring Platform for Waste Management,robotics
882,-4.384941,-2.5291998,Smart Monitoring Platform for Student Performance,robotics
883,-7.545391,12.927944,Intelligent Recommendation Engine for Waste Management,environment
884,0.7981189,-4.0911965,Predictive Analytics System for Energy Consumption,agriculture
885,2.6812098,-2.1633422,Smart Monitoring Platform for Mental Wellness Patterns,mental_health
886,-0.24770623,-4.579065,AI Assistant for Energy Consumption,finance
887,2.6767972,-2.0347412,Smart Monitoring Platform for Mental Wellness Patterns,gaming
888,-4.260746,-1.9352901,Predictive Analytics System for Student Performance,energy
889,-7.7775974,11.551096,Smart Monitoring Platform for Waste Management,environment
890,-5.002881,-1.641035,Intelligent Recommendation Engine for Student Performance,social
891,11.154619,-7.3250933,Predictive Analytics System for Urban Traffic Flow,fitness
892,-3.986269,0.6001595,AI Assistant for Fitness Activity Tracking,mental_health
893,9.702591,0.8576947,Smart Monitoring Platform for Crop Health,retail
894,-0.88504755,-4.5511556,Autonomous Optimization Tool for Personal Finance Habits,food_tech
895,-4.480878,-2.7664614,AI Assistant for Student Performance,finance
896,10.311684,-6.964229,Smart Monitoring Platform for Urban Traffic Flow,environment
897,-1.7534145,-4.2509027,Smart Monitoring Platform for Personal Finance Habits,transport
898,15.706261,6.038097,Autonomous Optimization Tool for Air Quality In Cities,agriculture
899,-3.9317868,0.9756302,Smart Monitoring Platform for Fitness Activity Tracking,environment
900,0.6077551,-3.4415348,Intelligent Recommendation Engine for Energy Consumption,finance
901,-4.663411,-2.4438224,Predictive Analytics System for Student Performance,environment
902,2.3544395,13.746762,Predictive Analytics System for Supply Chain Logistics,social
903,-4.4071717,-2.205068,Predictive Analytics System for Student Performance,agriculture
904,16.211842,4.935698,Intelligent Recommendation Engine for Air Quality In Cities,environment
905,1.1992064,-4.293706,Predictive Analytics System for Energy Consumption,robotics
906,-0.86178017,-3.3417494,Intelligent Recommendation Engine for Personal Finance Habits,retail
907,8.724762,3.5611598,AI Assistant for Crop Health,agriculture
908,0.4849619,-3.520333,Intelligent Recommendation Engine for Energy Consumption,finance
909,14.978112,6.1502614,AI Assistant for Air Quality In Cities,space
910,2.141593,14.060683,Predictive Analytics System for Supply Chain Logistics,food_tech
911,-3.842544,-0.8422609,Predictive Analytics System for Energy Consumption,fitness
912,-0.7075692,0.10763831,Intelligent Recommendation Engine for Student Performance,gaming
913,16.224535,4.869213,Intelligent Recommendation Engine for Air Quality In Cities,healthcare
914,8.890029,2.2542078,Predictive Analytics System for Crop Health,healthcare
915,-4.6041594,-2.7241921,AI Assistant for Student Performance,finance
916,-1.312639,-4.1695004,Autonomous Optimization Tool for Personal Finance Habits,smart_cities
917,-4.554593,-2.6328154,AI Assistant for Student Performance,robotics
918,11.428202,-7.3912473,Autonomous Optimization Tool for Urban Traffic Flow,mental_health
919,2.995641,15.0451355,AI Assistant for Supply Chain Logistics,fitness
920,-4.3099093,0.14864899,Smart Monitoring Platform for Fitness Activity Tracking,gaming
921,1.5091684,15.1582,Smart Monitoring Platform for Supply Chain Logistics,cybersecurity
922,3.050364,-0.9048499,Intelligent Recommendation Engine for Mental Wellness Patterns,healthcare
923,2.7320142,-2.0197248,Smart Monitoring Platform for Mental Wellness Patterns,gaming
924,-4.310079,0.6081077,Autonomous Optimization Tool for Fitness Activity Tracking,mental_health
925,0.9367533,-4.2124877,Smart Monitoring Platform for Energy Consumption,education
926,-5.0404134,-1.6358708,Intelligent Recommendation Engine for Student Performance,cybersecurity
927,16.116835,4.8331103,Intelligent Recommendation Engine for Air Quality In Cities,fitness
928,-6.932771,12.30174,Intelligent Recommendation Engine for Waste Management,productivity
929,8.652233,2.6579072,Predictive Analytics System for Crop Health,robotics
930,-4.5667944,-2.1745512,Predictive Analytics System for Student Performance,space
931,-0.4878978,-1.5230799,Intelligent Recommendation Engine for Personal Finance Habits,productivity
932,2.7212298,13.608466,Intelligent Recommendation Engine for Supply Chain Logistics,smart_cities
933,2.940469,14.732608,AI Assistant for Supply Chain Logistics,environment
934,-0.8559816,-1.7034122,Autonomous Optimization Tool for Personal Finance Habits,food_tech
935,1.280885,15.058977,Smart Monitoring Platform for Supply Chain Logistics,environment
936,-8.172007,12.421769,AI Assistant for Waste Management,cybersecurity
937,10.770728,-7.722243,Intelligent Recommendation Engine for Urban Traffic Flow,energy
938,8.607341,3.261227,Autonomous Optimization Tool for Crop Health,energy
939,10.077246,-7.2690177,Autonomous Optimization Tool for Urban Traffic Flow,food_tech
940,-7.974536,11.578599,Smart Monitoring Platform for Waste Management,robotics
941,10.538789,-7.770707,Intelligent Recommendation Engine for Urban Traffic Flow,transport
942,1.3811631,-4.2650476,Smart Monitoring Platform for Energy Consumption,productivity
943,-5.523428,-2.1587837,AI Assistant for Student Performance,social
944,1.6529804,-4.107802,Smart Monitoring Platform for Energy Consumption,mental_health
945,0.9674129,-3.9686122,Predictive Analytics System for Energy Consumption,agriculture
946,-1.2254999,-3.4479256,Predictive Analytics System for Personal Finance Habits,food_tech
947,9.335025,2.5254903,Intelligent Recommendation Engine for Crop Health,fitness
948,16.148724,4.8124075,Intelligent Recommendation Engine for Air Quality In Cities,fitness
949,-1.1022269,-3.1530693,Intelligent Recommendation Engine for Personal Finance Habits,education
950,9.701543,0.8081852,Autonomous Optimization Tool for Crop Health,healthcare
951,-4.162128,-2.4676807,Smart Monitoring Platform for Student Performance,food_tech
952,0.7757873,-3.4273036,Intelligent Recommendation Engine for Energy Consumption,healthcare
953,-0.915662,-3.8152957,Autonomous Optimization Tool for Personal Finance Habits,energy
954,-0.41018412,-0.09375928,Smart Monitoring Platform for Student Performance,gaming
955,0.94533956,-4.536437,AI Assistant for Energy Consumption,energy
956,10.986934,-6.660353,Smart Monitoring Platform for Urban Traffic Flow,gaming
957,-4.110683,-2.5201771,Smart Monitoring Platform for Student Performance,productivity
958,15.528099,6.811751,Smart Monitoring Platform for Air Quality In Cities,smart_cities
959,-7.9965916,12.180974,Autonomous Optimization Tool for Waste Management,smart_cities
960,2.2263448,13.651003,Predictive Analytics System for Supply Chain Logistics,social
961,15.497155,6.8466954,Smart Monitoring Platform for Air Quality In Cities,finance
962,-6.993719,11.872484,Smart Monitoring Platform for Waste Management,mental_health
963,-4.5020027,-0.105979525,Intelligent Recommendation Engine for Fitness Activity Tracking,retail
964,8.696434,3.4948187,AI Assistant for Crop Health,robotics
965,0.9332803,-4.6309376,AI Assistant for Energy Consumption,social
966,-8.198006,12.438126,AI Assistant for Waste Management,fitness
967,16.203457,4.844774,Intelligent Recommendation Engine for Air Quality In Cities,environment
968,8.93102,2.2279847,Predictive Analytics System for Crop Health,finance
969,-0.60952336,-0.20370613,Predictive Analytics System for Student Performance,education
970,-6.9302034,12.287145,Intelligent Recommendation Engine for Waste Management,environment
971,15.321007,3.9600897,AI Assistant for Air Quality In Cities,smart_cities
972,16.197884,4.834744,Intelligent Recommendation Engine for Air Quality In Cities,smart_cities
973,-8.505897,11.737731,Predictive Analytics System for Waste Management,energy
974,8.752205,3.378206,AI Assistant for Crop Health,food_tech
975,11.092337,-7.064013,AI Assistant for Urban Traffic Flow,productivity
976,1.153849,-0.59569615,Smart Monitoring Platform for Mental Wellness Patterns,food_tech
977,0.6309542,-4.555968,AI Assistant for Energy Consumption,robotics
978,-7.1017246,11.820461,Smart Monitoring Platform for Waste Management,robotics
979,1.4734035,14.971331,Smart Monitoring Platform for Supply Chain Logistics,cybersecurity
980,-1.0212059,-1.7293657,AI Assistant for Personal Finance Habits,retail
981,0.40762612,-4.176254,Autonomous Optimization Tool for Energy Consumption,fitness
982,-1.6230481,-0.25673875,AI Assistant for Fitness Activity Tracking,robotics
983,-7.9073105,11.455437,Smart Monitoring Platform for Waste Management,mental_health
984,-4.826463,-1.969824,Intelligent Recommendation Engine for Student Performance,robotics
985,-5.1222177,-2.2230494,Predictive Analytics System for Student Performance,smart_cities
986,2.857269,14.856571,AI Assistant for Supply Chain Logistics,retail
987,9.757135,-5.2408366,Predictive Analytics System for Urban Traffic Flow,finance
988,11.285283,-6.8065815,Autonomous Optimization Tool for Urban Traffic Flow,cybersecurity
989,9.746191,-5.2720666,Predictive Analytics System for Urban Traffic Flow,transport
990,-7.0265,11.90793,Smart Monitoring Platform for Waste Management,productivity
991,2.87898,14.782622,AI Assistant for Supply Chain Logistics,gaming
992,-8.063688,12.342488,AI Assistant for Waste Management,fitness
993,15.3958235,6.7072825,Smart Monitoring Platform for Air Quality In Cities,mental_health
994,15.242842,6.111584,Autonomous Optimization Tool for Air Quality In Cities,healthcare
995,-0.14708784,-1.3316697,Smart Monitoring Platform for Personal Finance Habits,mental_health
996,-4.04454,0.9053121,Smart Monitoring Platform for Fitness Activity Tracking,cybersecurity
997,-4.105632,-2.4882815,Smart Monitoring Platform for Student Performance,food_tech
998,-0.4182299,-0.6885694,Predictive Analytics System for Energy Consumption,fitness
999,9.754419,-5.3342266,Autonomous Optimization Tool for Urban Traffic Flow,cybersecurity
1000,-3.9498017,0.87502354,Smart Monitoring Platform for Fitness Activity Tracking,education
1001,2.1652396,13.805365,Predictive Analytics System for Supply Chain Logistics,mental_health
1002,15.034876,6.1249747,AI Assistant for Air Quality In Cities,robotics
1003,1.1135055,-4.20964,Autonomous Optimization Tool for Energy Consumption,smart_cities
1004,2.1400366,13.879097,Predictive Analytics System for Supply Chain Logistics,fitness
1005,-4.326454,1.056502,Smart Monitoring Platform for Fitness Activity Tracking,agriculture
1006,9.585321,1.0720607,Intelligent Recommendation Engine for Crop Health,cybersecurity
1007,-8.186431,12.419687,AI Assistant for Waste Management,environment
1008,1.1303086,-0.58955896,Smart Monitoring Platform for Mental Wellness Patterns,education
1009,3.113988,-1.9028903,Autonomous Optimization Tool for Mental Wellness Patterns,education
1010,-8.587228,11.7562685,Predictive Analytics System for Waste Management,fitness
1011,-0.8420519,-3.8870106,Autonomous Optimization Tool for Personal Finance Habits,productivity
1012,3.1807923,-1.3163451,AI Assistant for Mental Wellness Patterns,agriculture
1013,16.370823,5.7983737,Predictive Analytics System for Air Quality In Cities,gaming
1014,10.96837,-7.2737465,AI Assistant for Urban Traffic Flow,productivity
1015,11.234213,-6.7948027,Autonomous Optimization Tool for Urban Traffic Flow,gaming
1016,-8.244465,12.447115,AI Assistant for Waste Management,education
1017,-1.7534132,-4.1253743,Smart Monitoring Platform for Personal Finance Habits,environment
1018,-4.1444893,-2.5886283,Smart Monitoring Platform for Student Performance,mental_health
1019,15.456252,6.7131267,Smart Monitoring Platform for Air Quality In Cities,social
1020,-1.0183265,-3.3240347,Intelligent Recommendation Engine for Personal Finance Habits,retail
1021,11.293214,-7.513568,Predictive Analytics System for Urban Traffic Flow,mental_health
1022,2.5885692,-2.2135649,Smart Monitoring Platform for Mental Wellness Patterns,energy
1023,15.652359,6.0187654,Autonomous Optimization Tool for Air Quality In Cities,space
1024,11.321287,-6.8952837,Autonomous Optimization Tool for Urban Traffic Flow,cybersecurity
1025,10.249323,-7.580822,Predictive Analytics System for Urban Traffic Flow,education
1026,2.8455117,14.5950775,Autonomous Optimization Tool for Supply Chain Logistics,smart_cities
1027,2.3541954,14.654983,Autonomous Optimization Tool for Supply Chain Logistics,education
1028,15.635568,5.9886627,Autonomous Optimization Tool for Air Quality In Cities,food_tech
1029,16.305655,4.951508,Intelligent Recommendation Engine for Air Quality In Cities,education
1030,1.1261748,15.219106,Smart Monitoring Platform for Supply Chain Logistics,transport
1031,-4.2919974,-2.0570266,Predictive Analytics System for Student Performance,energy
1032,-8.259086,12.49384,AI Assistant for Waste Management,education
1033,2.9340851,14.883017,AI Assistant for Supply Chain Logistics,environment
1034,9.6857395,0.88698596,Predictive Analytics System for Crop Health,gaming
1035,-4.990711,-1.8021165,Intelligent Recommendation Engine for Student Performance,smart_cities
1036,2.7654073,-1.4905674,Predictive Analytics System for Mental Wellness Patterns,mental_health
1037,9.728985,0.7717066,AI Assistant for Crop Health,transport
1038,15.290837,3.826798,Smart Monitoring Platform for Air Quality In Cities,food_tech
1039,-7.266607,11.995802,Predictive Analytics System for Waste Management,smart_cities
1040,10.996063,-6.749822,Autonomous Optimization Tool for Urban Traffic Flow,finance
1041,2.6268647,-2.004215,Smart Monitoring Platform for Mental Wellness Patterns,fitness
1042,-8.8262005,11.752041,Predictive Analytics System for Waste Management,retail
1043,1.0032089,-4.0603604,Smart Monitoring Platform for Energy Consumption,education
1044,-3.7822685,-0.38866097,Predictive Analytics System for Fitness Activity Tracking,transport
1045,8.655123,2.6568882,Predictive Analytics System for Crop Health,space
1046,-4.5546784,-2.2377253,Predictive Analytics System for Student Performance,agriculture
1047,-3.9899418,0.29522854,AI Assistant for Fitness Activity Tracking,smart_cities
1048,10.721563,-7.7734146,Intelligent Recommendation Engine for Urban Traffic Flow,transport
1049,2.7956812,-2.0332375,Smart Monitoring Platform for Mental Wellness Patterns,robotics
1050,8.805736,2.6993573,Predictive Analytics System for Crop Health,mental_health
1051,-1.5395675,-0.2834976,Predictive Analytics System for Fitness Activity Tracking,social
1052,-4.655856,-2.6584187,AI Assistant for Student Performance,space
1053,16.341284,4.899352,Intelligent Recommendation Engine for Air Quality In Cities,education
1054,-0.41855875,-1.3542004,Predictive Analytics System for Personal Finance Habits,energy
1055,0.7699698,-3.8430612,Predictive Analytics System for Energy Consumption,healthcare
1056,-4.3501315,-1.9957726,Autonomous Optimization Tool for Student Performance,energy
1057,-4.3103204,1.0513928,Smart Monitoring Platform for Fitness Activity Tracking,agriculture
1058,-1.2535634,-3.4232142,Predictive Analytics System for Personal Finance Habits,mental_health
1059,-0.33307406,-1.4364185,Smart Monitoring Platform for Personal Finance Habits,environment
1060,2.98722,14.198782,AI Assistant for Supply Chain Logistics,gaming
1061,16.260265,5.9501243,Predictive Analytics System for Air Quality In Cities,social
1062,0.13456333,-1.0892311,Autonomous Optimization Tool for Energy Consumption,social
1063,-0.6904186,-3.963967,Autonomous Optimization Tool for Personal Finance Habits,energy
1064,-4.5561867,0.3661962,Autonomous Optimization Tool for Fitness Activity Tracking,gaming
1065,8.219318,2.542444,Smart Monitoring Platform for Crop Health,healthcare
1066,8.306233,3.1465418,Autonomous Optimization Tool for Crop Health,space
1067,-7.9899087,11.362997,Smart Monitoring Platform for Waste Management,healthcare
1068,-8.180829,11.782058,Autonomous Optimization Tool for Waste Management,robotics
1069,16.152357,4.8488173,Intelligent Recommendation Engine for Air Quality In Cities,transport
1070,0.79626745,-3.5515382,Intelligent Recommendation Engine for Energy Consumption,education
1071,-3.395222,0.40689328,AI Assistant for Fitness Activity Tracking,finance
1072,2.5600615,14.807,Autonomous Optimization Tool for Supply Chain Logistics,agriculture
1073,-7.1503024,12.081196,Predictive Analytics System for Waste Management,cybersecurity
1074,-3.858143,0.4593736,AI Assistant for Fitness Activity Tracking,education
1075,8.792551,3.249593,AI Assistant for Crop Health,productivity
1076,3.0440779,-0.9270862,Intelligent Recommendation Engine for Mental Wellness Patterns,smart_cities
1077,2.772689,14.853975,AI Assistant for Supply Chain Logistics,healthcare
1078,-1.0503744,-1.6786695,AI Assistant for Personal Finance Habits,fitness
1079,-8.156874,13.007492,AI Assistant for Waste Management,energy
1080,10.36003,-7.6986003,Intelligent Recommendation Engine for Urban Traffic Flow,transport
1081,-3.773523,0.32117054,AI Assistant for Fitness Activity Tracking,transport
1082,8.697669,2.6215165,Predictive Analytics System for Crop Health,productivity
1083,-1.7544653,-4.2716956,Smart Monitoring Platform for Personal Finance Habits,agriculture
1084,-4.273557,0.07456824,Intelligent Recommendation Engine for Fitness Activity Tracking,cybersecurity
1085,-5.016021,-1.6078682,Intelligent Recommendation Engine for Student Performance,healthcare
1086,-5.164739,-2.201798,Smart Monitoring Platform for Student Performance,gaming
1087,10.303098,-7.570709,Predictive Analytics System for Urban Traffic Flow,education
1088,16.025963,6.083978,Predictive Analytics System for Air Quality In Cities,robotics
1089,10.125791,-7.3015094,Autonomous Optimization Tool for Urban Traffic Flow,fitness
1090,-4.436823,-1.9294466,Autonomous Optimization Tool for Student Performance,gaming
1091,9.730657,0.8653675,Predictive Analytics System for Crop Health,gaming
1092,-8.120424,12.216293,Autonomous Optimization Tool for Waste Management,mental_health
1093,0.7967666,-3.4442067,Intelligent Recommendation Engine for Energy Consumption,space
1094,-4.4138513,-1.9529105,Autonomous Optimization Tool for Student Performance,healthcare
